,State,County,ChronicConditions,Beneficiaries,Prevalence
20148,KS,Greenwood,Depression,1545.0,15.2104
20149,KS,Greenwood,Diabetes,1545.0,24.5955
20150,KS,Greenwood,Drug/Substance Abuse,1545.0,1.8123
20152,KS,Greenwood,Heart Failure,1545.0,15.1456
20154,KS,Greenwood,Hyperlipidemia,1545.0,37.0227
20155,KS,Greenwood,Hypertension,1545.0,53.7217
20156,KS,Greenwood,Ischemic Heart Disease,1545.0,31.521
20157,KS,Greenwood,Osteoporosis,1545.0,4.4013
20158,KS,Greenwood,Schizophrenia and Other Psychotic Disorders,1545.0,2.0712
20159,KS,Greenwood,Stroke,1545.0,2.589
20161,KS,Hamilton,Alzheimer's Disease/Dementia,363.0,8.5399
20162,KS,Hamilton,Arthritis,363.0,29.7521
20164,KS,Hamilton,Atrial Fibrillation,363.0,8.2645
20165,KS,Hamilton,Autism Spectrum Disorders,363.0,0.0
20166,KS,Hamilton,COPD,363.0,16.8044
20167,KS,Hamilton,Cancer,363.0,7.1625
20168,KS,Hamilton,Chronic Kidney Disease,363.0,20.9366
20169,KS,Hamilton,Depression,363.0,19.5592
20170,KS,Hamilton,Diabetes,363.0,23.1405
20171,KS,Hamilton,Drug/Substance Abuse,363.0,3.0303
20172,KS,Hamilton,HIV/AIDS,363.0,0.0
20173,KS,Hamilton,Heart Failure,363.0,21.4876
20175,KS,Hamilton,Hyperlipidemia,363.0,38.5675
20176,KS,Hamilton,Hypertension,363.0,55.3719
20177,KS,Hamilton,Ischemic Heart Disease,363.0,28.3747
20178,KS,Hamilton,Osteoporosis,363.0,4.9587
20180,KS,Hamilton,Stroke,363.0,4.4077
20181,KS,Harper,Alcohol Abuse,1317.0,1.2149
20182,KS,Harper,Alzheimer's Disease/Dementia,1317.0,9.8709
20183,KS,Harper,Arthritis,1317.0,25.9681
20184,KS,Harper,Asthma,1317.0,1.5945
20185,KS,Harper,Atrial Fibrillation,1317.0,8.5801
20187,KS,Harper,COPD,1317.0,11.1617
20188,KS,Harper,Cancer,1317.0,7.4412
20189,KS,Harper,Chronic Kidney Disease,1317.0,22.6272
20190,KS,Harper,Depression,1317.0,15.262
20191,KS,Harper,Diabetes,1317.0,27.2589
20192,KS,Harper,Drug/Substance Abuse,1317.0,1.7464
20193,KS,Harper,HIV/AIDS,1317.0,0.0
20194,KS,Harper,Heart Failure,1317.0,14.5027
20196,KS,Harper,Hyperlipidemia,1317.0,34.8519
20197,KS,Harper,Hypertension,1317.0,48.4434
20198,KS,Harper,Ischemic Heart Disease,1317.0,26.8033
20199,KS,Harper,Osteoporosis,1317.0,5.8466
20200,KS,Harper,Schizophrenia and Other Psychotic Disorders,1317.0,1.8223
20201,KS,Harper,Stroke,1317.0,2.0501
20202,KS,Harvey,Alcohol Abuse,5706.0,1.1917
20203,KS,Harvey,Alzheimer's Disease/Dementia,5706.0,11.6018
20204,KS,Harvey,Arthritis,5706.0,32.8426
20205,KS,Harvey,Asthma,5706.0,4.0659
20206,KS,Harvey,Atrial Fibrillation,5706.0,12.0575
20207,KS,Harvey,Autism Spectrum Disorders,5706.0,0.2103
20208,KS,Harvey,COPD,5706.0,10.6555
20209,KS,Harvey,Cancer,5706.0,8.4297
20210,KS,Harvey,Chronic Kidney Disease,5706.0,24.816
20211,KS,Harvey,Depression,5706.0,22.2222
20212,KS,Harvey,Diabetes,5706.0,25.5521
20213,KS,Harvey,Drug/Substance Abuse,5706.0,1.8051
20215,KS,Harvey,Heart Failure,5706.0,14.7389
20216,KS,Harvey,Hepatitis (Chronic Viral B & C),5706.0,0.4907
20217,KS,Harvey,Hyperlipidemia,5706.0,46.197
20218,KS,Harvey,Hypertension,5706.0,58.4472
20219,KS,Harvey,Ischemic Heart Disease,5706.0,30.3891
20220,KS,Harvey,Osteoporosis,5706.0,6.5195
20221,KS,Harvey,Schizophrenia and Other Psychotic Disorders,5706.0,3.435
20222,KS,Harvey,Stroke,5706.0,2.9092
20224,KS,Haskell,Alzheimer's Disease/Dementia,555.0,12.973
20225,KS,Haskell,Arthritis,555.0,29.009
20226,KS,Haskell,Asthma,555.0,2.3423
20227,KS,Haskell,Atrial Fibrillation,555.0,8.6486
20228,KS,Haskell,Autism Spectrum Disorders,555.0,0.0
20229,KS,Haskell,COPD,555.0,8.4685
20230,KS,Haskell,Cancer,555.0,6.1261
20231,KS,Haskell,Chronic Kidney Disease,555.0,22.8829
20232,KS,Haskell,Depression,555.0,19.2793
20233,KS,Haskell,Diabetes,555.0,27.9279
20236,KS,Haskell,Heart Failure,555.0,18.3784
20238,KS,Haskell,Hyperlipidemia,555.0,40.3604
20239,KS,Haskell,Hypertension,555.0,57.1171
20240,KS,Haskell,Ischemic Heart Disease,555.0,31.8919
20241,KS,Haskell,Osteoporosis,555.0,7.7477
20243,KS,Haskell,Stroke,555.0,3.0631
20245,KS,Hodgeman,Alzheimer's Disease/Dementia,422.0,17.2986
20246,KS,Hodgeman,Arthritis,422.0,37.4408
20248,KS,Hodgeman,Atrial Fibrillation,422.0,10.9005
20249,KS,Hodgeman,Autism Spectrum Disorders,422.0,0.0
20250,KS,Hodgeman,COPD,422.0,15.8768
20251,KS,Hodgeman,Cancer,422.0,9.2417
20252,KS,Hodgeman,Chronic Kidney Disease,422.0,29.8578
20253,KS,Hodgeman,Depression,422.0,21.09
20254,KS,Hodgeman,Diabetes,422.0,22.9858
20256,KS,Hodgeman,HIV/AIDS,422.0,0.0
20257,KS,Hodgeman,Heart Failure,422.0,22.0379
20258,KS,Hodgeman,Hepatitis (Chronic Viral B & C),422.0,0.0
20259,KS,Hodgeman,Hyperlipidemia,422.0,36.019
20260,KS,Hodgeman,Hypertension,422.0,60.9005
20261,KS,Hodgeman,Ischemic Heart Disease,422.0,30.3318
20262,KS,Hodgeman,Osteoporosis,422.0,6.872
20264,KS,Hodgeman,Stroke,422.0,5.2133
20265,KS,Jackson,Alcohol Abuse,2304.0,1.0851
20266,KS,Jackson,Alzheimer's Disease/Dementia,2304.0,9.5052
20267,KS,Jackson,Arthritis,2304.0,34.375
20268,KS,Jackson,Asthma,2304.0,3.8194
20269,KS,Jackson,Atrial Fibrillation,2304.0,7.8125
20271,KS,Jackson,COPD,2304.0,12.283
20272,KS,Jackson,Cancer,2304.0,7.3785
20273,KS,Jackson,Chronic Kidney Disease,2304.0,23.0035
20274,KS,Jackson,Depression,2304.0,19.3576
20275,KS,Jackson,Diabetes,2304.0,27.6476
20276,KS,Jackson,Drug/Substance Abuse,2304.0,1.8229
20278,KS,Jackson,Heart Failure,2304.0,15.0608
20280,KS,Jackson,Hyperlipidemia,2304.0,39.6267
20281,KS,Jackson,Hypertension,2304.0,51.5191
20282,KS,Jackson,Ischemic Heart Disease,2304.0,27.691
20283,KS,Jackson,Osteoporosis,2304.0,5.2517
20284,KS,Jackson,Schizophrenia and Other Psychotic Disorders,2304.0,2.2569
20285,KS,Jackson,Stroke,2304.0,2.474
20286,KS,Jefferson,Alcohol Abuse,3017.0,1.7567
20287,KS,Jefferson,Alzheimer's Disease/Dementia,3017.0,9.9768
20288,KS,Jefferson,Arthritis,3017.0,32.5489
20289,KS,Jefferson,Asthma,3017.0,4.2426
20290,KS,Jefferson,Atrial Fibrillation,3017.0,8.7504
20292,KS,Jefferson,COPD,3017.0,12.5621
20293,KS,Jefferson,Cancer,3017.0,7.3583
20294,KS,Jefferson,Chronic Kidney Disease,3017.0,20.8817
20295,KS,Jefferson,Depression,3017.0,20.3845
20296,KS,Jefferson,Diabetes,3017.0,24.9917
20297,KS,Jefferson,Drug/Substance Abuse,3017.0,2.5191
20299,KS,Jefferson,Heart Failure,3017.0,12.3964
20300,KS,Jefferson,Hepatitis (Chronic Viral B & C),3017.0,0.3977
20301,KS,Jefferson,Hyperlipidemia,3017.0,44.9785
20302,KS,Jefferson,Hypertension,3017.0,54.9221
20303,KS,Jefferson,Ischemic Heart Disease,3017.0,25.6546
20304,KS,Jefferson,Osteoporosis,3017.0,5.1044
20305,KS,Jefferson,Schizophrenia and Other Psychotic Disorders,3017.0,3.3808
20306,KS,Jefferson,Stroke,3017.0,3.2483
20308,KS,Jewell,Alzheimer's Disease/Dementia,809.0,10.3832
20309,KS,Jewell,Arthritis,809.0,27.1941
20310,KS,Jewell,Asthma,809.0,2.4722
20311,KS,Jewell,Atrial Fibrillation,809.0,8.2818
20312,KS,Jewell,Autism Spectrum Disorders,809.0,0.0
20313,KS,Jewell,COPD,809.0,10.8776
20314,KS,Jewell,Cancer,809.0,9.6415
20315,KS,Jewell,Chronic Kidney Disease,809.0,16.44
20316,KS,Jewell,Depression,809.0,13.7206
20317,KS,Jewell,Diabetes,809.0,25.958
20319,KS,Jewell,HIV/AIDS,809.0,0.0
20320,KS,Jewell,Heart Failure,809.0,17.1817
20322,KS,Jewell,Hyperlipidemia,809.0,30.1607
20323,KS,Jewell,Hypertension,809.0,51.5451
20324,KS,Jewell,Ischemic Heart Disease,809.0,23.115
20325,KS,Jewell,Osteoporosis,809.0,6.6749
20326,KS,Jewell,Schizophrenia and Other Psychotic Disorders,809.0,2.225
20327,KS,Jewell,Stroke,809.0,2.5958
20328,KS,Johnson,Alcohol Abuse,57090.0,1.7148
20329,KS,Johnson,Alzheimer's Disease/Dementia,57090.0,11.9653
20330,KS,Johnson,Arthritis,57090.0,33.8763
20331,KS,Johnson,Asthma,57090.0,4.5787
20332,KS,Johnson,Atrial Fibrillation,57090.0,9.5428
20333,KS,Johnson,Autism Spectrum Disorders,57090.0,0.2873
20334,KS,Johnson,COPD,57090.0,8.2466
20335,KS,Johnson,Cancer,57090.0,9.3519
20336,KS,Johnson,Chronic Kidney Disease,57090.0,20.9143
20337,KS,Johnson,Depression,57090.0,18.9613
20338,KS,Johnson,Diabetes,57090.0,20.8057
20339,KS,Johnson,Drug/Substance Abuse,57090.0,1.9496
20340,KS,Johnson,HIV/AIDS,57090.0,0.1279
20341,KS,Johnson,Heart Failure,57090.0,11.1018
20342,KS,Johnson,Hepatitis (Chronic Viral B & C),57090.0,0.2873
20343,KS,Johnson,Hyperlipidemia,57090.0,49.485
20344,KS,Johnson,Hypertension,57090.0,53.5768
20345,KS,Johnson,Ischemic Heart Disease,57090.0,26.6929
20346,KS,Johnson,Osteoporosis,57090.0,7.7807
20347,KS,Johnson,Schizophrenia and Other Psychotic Disorders,57090.0,2.1037
20348,KS,Johnson,Stroke,57090.0,3.3351
20350,KS,Kearny,Alzheimer's Disease/Dementia,586.0,11.7747
20351,KS,Kearny,Arthritis,586.0,34.8123
20352,KS,Kearny,Asthma,586.0,3.0717
20353,KS,Kearny,Atrial Fibrillation,586.0,5.1195
20355,KS,Kearny,COPD,586.0,12.116
20356,KS,Kearny,Cancer,586.0,7.3379
20357,KS,Kearny,Chronic Kidney Disease,586.0,21.5017
20358,KS,Kearny,Depression,586.0,20.1365
20359,KS,Kearny,Diabetes,586.0,28.4983
20360,KS,Kearny,Drug/Substance Abuse,586.0,2.0478
20361,KS,Kearny,HIV/AIDS,586.0,0.0
20362,KS,Kearny,Heart Failure,586.0,13.3106
20364,KS,Kearny,Hyperlipidemia,586.0,42.1502
20365,KS,Kearny,Hypertension,586.0,58.0205
20366,KS,Kearny,Ischemic Heart Disease,586.0,22.0137
20367,KS,Kearny,Osteoporosis,586.0,7.6792
20368,KS,Kearny,Schizophrenia and Other Psychotic Disorders,586.0,2.0478
20369,KS,Kearny,Stroke,586.0,2.5597
20370,KS,Kingman,Alcohol Abuse,1687.0,1.5412
20371,KS,Kingman,Alzheimer's Disease/Dementia,1687.0,11.0848
20372,KS,Kingman,Arthritis,1687.0,27.9787
20373,KS,Kingman,Asthma,1687.0,2.9046
20374,KS,Kingman,Atrial Fibrillation,1687.0,9.7214
20376,KS,Kingman,COPD,1687.0,12.626
20377,KS,Kingman,Cancer,1687.0,8.1209
20378,KS,Kingman,Chronic Kidney Disease,1687.0,25.0148
20379,KS,Kingman,Depression,1687.0,18.9686
20380,KS,Kingman,Diabetes,1687.0,28.9271
20381,KS,Kingman,Drug/Substance Abuse,1687.0,2.5489
20382,KS,Kingman,HIV/AIDS,1687.0,0.0
20383,KS,Kingman,Heart Failure,1687.0,17.3088
20385,KS,Kingman,Hyperlipidemia,1687.0,47.2436
20386,KS,Kingman,Hypertension,1687.0,58.7433
20387,KS,Kingman,Ischemic Heart Disease,1687.0,36.8109
20388,KS,Kingman,Osteoporosis,1687.0,8.0616
20389,KS,Kingman,Schizophrenia and Other Psychotic Disorders,1687.0,2.6082
20390,KS,Kingman,Stroke,1687.0,2.7267
20392,KS,Kiowa,Alzheimer's Disease/Dementia,525.0,7.8095
20393,KS,Kiowa,Arthritis,525.0,26.6667
20394,KS,Kiowa,Asthma,525.0,2.8571
20395,KS,Kiowa,Atrial Fibrillation,525.0,6.8571
20396,KS,Kiowa,Autism Spectrum Disorders,525.0,0.0
20397,KS,Kiowa,COPD,525.0,12.5714
20398,KS,Kiowa,Cancer,525.0,8.1905
20399,KS,Kiowa,Chronic Kidney Disease,525.0,18.0952
20400,KS,Kiowa,Depression,525.0,21.1429
20401,KS,Kiowa,Diabetes,525.0,22.6667
20402,KS,Kiowa,Drug/Substance Abuse,525.0,2.6667
20403,KS,Kiowa,HIV/AIDS,525.0,0.0
20404,KS,Kiowa,Heart Failure,525.0,13.3333
20406,KS,Kiowa,Hyperlipidemia,525.0,41.1429
20407,KS,Kiowa,Hypertension,525.0,48.0
20408,KS,Kiowa,Ischemic Heart Disease,525.0,22.2857
20409,KS,Kiowa,Osteoporosis,525.0,9.7143
20410,KS,Kiowa,Schizophrenia and Other Psychotic Disorders,525.0,6.0952
20412,KS,Labette,Alcohol Abuse,4130.0,1.4286
20413,KS,Labette,Alzheimer's Disease/Dementia,4130.0,9.7579
20414,KS,Labette,Arthritis,4130.0,32.0823
20415,KS,Labette,Asthma,4130.0,2.8814
20416,KS,Labette,Atrial Fibrillation,4130.0,8.3777
20417,KS,Labette,Autism Spectrum Disorders,4130.0,0.5327
20418,KS,Labette,COPD,4130.0,15.23
20419,KS,Labette,Cancer,4130.0,7.1671
20420,KS,Labette,Chronic Kidney Disease,4130.0,23.0751
20421,KS,Labette,Depression,4130.0,17.2639
20422,KS,Labette,Diabetes,4130.0,27.6513
20423,KS,Labette,Drug/Substance Abuse,4130.0,2.5908
20425,KS,Labette,Heart Failure,4130.0,14.092
20426,KS,Labette,Hepatitis (Chronic Viral B & C),4130.0,0.4843
20427,KS,Labette,Hyperlipidemia,4130.0,33.4383
20428,KS,Labette,Hypertension,4130.0,52.5182
20429,KS,Labette,Ischemic Heart Disease,4130.0,27.5303
20430,KS,Labette,Osteoporosis,4130.0,5.0121
20431,KS,Labette,Schizophrenia and Other Psychotic Disorders,4130.0,3.7046
20432,KS,Labette,Stroke,4130.0,2.5908
20434,KS,Lane,Alzheimer's Disease/Dementia,393.0,8.6514
20435,KS,Lane,Arthritis,393.0,37.4046
20437,KS,Lane,Atrial Fibrillation,393.0,11.4504
20439,KS,Lane,COPD,393.0,13.9949
20440,KS,Lane,Cancer,393.0,9.1603
20441,KS,Lane,Chronic Kidney Disease,393.0,20.6107
20442,KS,Lane,Depression,393.0,14.5038
20443,KS,Lane,Diabetes,393.0,25.4453
20445,KS,Lane,HIV/AIDS,393.0,0.0
20446,KS,Lane,Heart Failure,393.0,29.0076
20447,KS,Lane,Hepatitis (Chronic Viral B & C),393.0,0.0
20448,KS,Lane,Hyperlipidemia,393.0,47.3282
20449,KS,Lane,Hypertension,393.0,62.0865
20450,KS,Lane,Ischemic Heart Disease,393.0,29.771
20451,KS,Lane,Osteoporosis,393.0,3.0534
20453,KS,Lane,Stroke,393.0,3.3079
20454,KS,Leavenworth,Alcohol Abuse,9979.0,1.6334
20455,KS,Leavenworth,Alzheimer's Disease/Dementia,9979.0,9.2995
20456,KS,Leavenworth,Arthritis,9979.0,33.821
20457,KS,Leavenworth,Asthma,9979.0,4.8702
20458,KS,Leavenworth,Atrial Fibrillation,9979.0,9.049
20459,KS,Leavenworth,Autism Spectrum Disorders,9979.0,0.1804
20460,KS,Leavenworth,COPD,9979.0,13.5284
20461,KS,Leavenworth,Cancer,9979.0,8.4778
20462,KS,Leavenworth,Chronic Kidney Disease,9979.0,24.5616
20463,KS,Leavenworth,Depression,9979.0,18.589
20464,KS,Leavenworth,Diabetes,9979.0,25.3633
20465,KS,Leavenworth,Drug/Substance Abuse,9979.0,2.7758
20466,KS,Leavenworth,HIV/AIDS,9979.0,0.1503
20467,KS,Leavenworth,Heart Failure,9979.0,14.0695
20468,KS,Leavenworth,Hepatitis (Chronic Viral B & C),9979.0,0.471
20469,KS,Leavenworth,Hyperlipidemia,9979.0,45.9866
20470,KS,Leavenworth,Hypertension,9979.0,55.4464
20471,KS,Leavenworth,Ischemic Heart Disease,9979.0,28.58
20472,KS,Leavenworth,Osteoporosis,9979.0,6.0427
20473,KS,Leavenworth,Schizophrenia and Other Psychotic Disorders,9979.0,2.1445
20474,KS,Leavenworth,Stroke,9979.0,3.4973
20476,KS,Lincoln,Alzheimer's Disease/Dementia,753.0,9.429
20477,KS,Lincoln,Arthritis,753.0,32.4037
20478,KS,Lincoln,Asthma,753.0,3.8513
20479,KS,Lincoln,Atrial Fibrillation,753.0,9.429
20481,KS,Lincoln,COPD,753.0,13.1474
20482,KS,Lincoln,Cancer,753.0,10.6242
20483,KS,Lincoln,Chronic Kidney Disease,753.0,20.1859
20484,KS,Lincoln,Depression,753.0,15.9363
20485,KS,Lincoln,Diabetes,753.0,23.2404
20486,KS,Lincoln,Drug/Substance Abuse,753.0,7.0385
20487,KS,Lincoln,HIV/AIDS,753.0,0.0
20488,KS,Lincoln,Heart Failure,753.0,14.6082
20490,KS,Lincoln,Hyperlipidemia,753.0,33.5989
20491,KS,Lincoln,Hypertension,753.0,52.8552
20492,KS,Lincoln,Ischemic Heart Disease,753.0,20.0531
20493,KS,Lincoln,Osteoporosis,753.0,6.1089
20494,KS,Lincoln,Schizophrenia and Other Psychotic Disorders,753.0,1.7264
20495,KS,Lincoln,Stroke,753.0,2.7888
20496,KS,Linn,Alcohol Abuse,1624.0,1.8473
20497,KS,Linn,Alzheimer's Disease/Dementia,1624.0,9.3596
20498,KS,Linn,Arthritis,1624.0,27.5862
20499,KS,Linn,Asthma,1624.0,2.9557
20500,KS,Linn,Atrial Fibrillation,1624.0,8.436
20502,KS,Linn,COPD,1624.0,11.6995
20503,KS,Linn,Cancer,1624.0,6.835
20504,KS,Linn,Chronic Kidney Disease,1624.0,21.9212
20505,KS,Linn,Depression,1624.0,17.3645
20506,KS,Linn,Diabetes,1624.0,27.032
20507,KS,Linn,Drug/Substance Abuse,1624.0,3.2635
20509,KS,Linn,Heart Failure,1624.0,13.7315
20511,KS,Linn,Hyperlipidemia,1624.0,45.4433
20512,KS,Linn,Hypertension,1624.0,52.6478
20513,KS,Linn,Ischemic Heart Disease,1624.0,29.9877
20514,KS,Linn,Osteoporosis,1624.0,3.633
20515,KS,Linn,Schizophrenia and Other Psychotic Disorders,1624.0,1.9704
20516,KS,Linn,Stroke,1624.0,3.3251
20518,KS,Logan,Alzheimer's Disease/Dementia,603.0,14.4279
20519,KS,Logan,Arthritis,603.0,37.9768
20520,KS,Logan,Asthma,603.0,3.3167
20521,KS,Logan,Atrial Fibrillation,603.0,11.1111
20522,KS,Logan,Autism Spectrum Disorders,603.0,0.0
20523,KS,Logan,COPD,603.0,15.4229
20524,KS,Logan,Cancer,603.0,7.7944
20525,KS,Logan,Chronic Kidney Disease,603.0,19.9005
20526,KS,Logan,Depression,603.0,20.7297
20527,KS,Logan,Diabetes,603.0,24.7098
20529,KS,Logan,HIV/AIDS,603.0,0.0
20530,KS,Logan,Heart Failure,603.0,19.7347
20532,KS,Logan,Hyperlipidemia,603.0,46.2687
20533,KS,Logan,Hypertension,603.0,59.0381
20534,KS,Logan,Ischemic Heart Disease,603.0,27.1973
20535,KS,Logan,Osteoporosis,603.0,13.267
20536,KS,Logan,Schizophrenia and Other Psychotic Disorders,603.0,2.6534
20537,KS,Logan,Stroke,603.0,3.8143
20538,KS,Lyon,Alcohol Abuse,5153.0,1.3778
20539,KS,Lyon,Alzheimer's Disease/Dementia,5153.0,9.7031
20540,KS,Lyon,Arthritis,5153.0,31.8455
20541,KS,Lyon,Asthma,5153.0,3.6678
20542,KS,Lyon,Atrial Fibrillation,5153.0,9.4896
20543,KS,Lyon,Autism Spectrum Disorders,5153.0,0.3105
20544,KS,Lyon,COPD,5153.0,12.4782
20545,KS,Lyon,Cancer,5153.0,8.1118
20546,KS,Lyon,Chronic Kidney Disease,5153.0,21.4632
20547,KS,Lyon,Depression,5153.0,20.1436
20548,KS,Lyon,Diabetes,5153.0,25.1892
20549,KS,Lyon,Drug/Substance Abuse,5153.0,1.6883
20551,KS,Lyon,Heart Failure,5153.0,11.993
20552,KS,Lyon,Hepatitis (Chronic Viral B & C),5153.0,0.5822
20553,KS,Lyon,Hyperlipidemia,5153.0,42.5771
20554,KS,Lyon,Hypertension,5153.0,57.7528
20555,KS,Lyon,Ischemic Heart Disease,5153.0,25.7326
20556,KS,Lyon,Osteoporosis,5153.0,5.3755
20557,KS,Lyon,Schizophrenia and Other Psychotic Disorders,5153.0,2.8721
20558,KS,Lyon,Stroke,5153.0,2.8333
20559,KS,Marion,Alcohol Abuse,2814.0,1.1372
20560,KS,Marion,Alzheimer's Disease/Dementia,2814.0,10.5188
20561,KS,Marion,Arthritis,2814.0,29.7086
20562,KS,Marion,Asthma,2814.0,2.8074
20563,KS,Marion,Atrial Fibrillation,2814.0,11.0874
20565,KS,Marion,COPD,2814.0,10.1279
20566,KS,Marion,Cancer,2814.0,7.7825
20567,KS,Marion,Chronic Kidney Disease,2814.0,22.317
20568,KS,Marion,Depression,2814.0,16.8443
20569,KS,Marion,Diabetes,2814.0,23.2054
20570,KS,Marion,Drug/Substance Abuse,2814.0,1.1372
20571,KS,Marion,HIV/AIDS,2814.0,0.0
20572,KS,Marion,Heart Failure,2814.0,14.4279
20574,KS,Marion,Hyperlipidemia,2814.0,41.6844
20575,KS,Marion,Hypertension,2814.0,58.5643
20576,KS,Marion,Ischemic Heart Disease,2814.0,28.0739
20577,KS,Marion,Osteoporosis,2814.0,4.2999
20578,KS,Marion,Schizophrenia and Other Psychotic Disorders,2814.0,2.4165
20579,KS,Marion,Stroke,2814.0,3.2338
20580,KS,Marshall,Alcohol Abuse,2255.0,1.1086
20581,KS,Marshall,Alzheimer's Disease/Dementia,2255.0,10.5987
20582,KS,Marshall,Arthritis,2255.0,29.357
20583,KS,Marshall,Asthma,2255.0,2.6608
20584,KS,Marshall,Atrial Fibrillation,2255.0,10.643
20586,KS,Marshall,COPD,2255.0,12.949
20587,KS,Marshall,Cancer,2255.0,9.5787
20588,KS,Marshall,Chronic Kidney Disease,2255.0,18.2705
20589,KS,Marshall,Depression,2255.0,14.9446
20590,KS,Marshall,Diabetes,2255.0,22.8381
20591,KS,Marshall,Drug/Substance Abuse,2255.0,1.5521
20593,KS,Marshall,Heart Failure,2255.0,15.0776
20595,KS,Marshall,Hyperlipidemia,2255.0,36.2306
20596,KS,Marshall,Hypertension,2255.0,53.4368
20597,KS,Marshall,Ischemic Heart Disease,2255.0,28.9135
20598,KS,Marshall,Osteoporosis,2255.0,5.5876
20599,KS,Marshall,Schizophrenia and Other Psychotic Disorders,2255.0,2.1729
20600,KS,Marshall,Stroke,2255.0,2.439
20601,KS,McPherson,Alcohol Abuse,5646.0,1.2044
20602,KS,McPherson,Alzheimer's Disease/Dementia,5646.0,12.2742
20603,KS,McPherson,Arthritis,5646.0,27.8604
20604,KS,McPherson,Asthma,5646.0,4.5519
20605,KS,McPherson,Atrial Fibrillation,5646.0,9.458
20606,KS,McPherson,Autism Spectrum Disorders,5646.0,0.2303
20607,KS,McPherson,COPD,5646.0,9.8831
20608,KS,McPherson,Cancer,5646.0,8.8027
20609,KS,McPherson,Chronic Kidney Disease,5646.0,19.0755
20610,KS,McPherson,Depression,5646.0,18.9869
20611,KS,McPherson,Diabetes,5646.0,25.9122
20612,KS,McPherson,Drug/Substance Abuse,5646.0,1.9306
20614,KS,McPherson,Heart Failure,5646.0,12.6993
20616,KS,McPherson,Hyperlipidemia,5646.0,43.1102
20617,KS,McPherson,Hypertension,5646.0,54.056
20618,KS,McPherson,Ischemic Heart Disease,5646.0,22.7418
20619,KS,McPherson,Osteoporosis,5646.0,7.2441
20620,KS,McPherson,Schizophrenia and Other Psychotic Disorders,5646.0,2.3557
20621,KS,McPherson,Stroke,5646.0,3.4361
20623,KS,Meade,Alzheimer's Disease/Dementia,762.0,11.2861
20624,KS,Meade,Arthritis,762.0,30.0525
20625,KS,Meade,Asthma,762.0,2.0997
20626,KS,Meade,Atrial Fibrillation,762.0,9.7113
20627,KS,Meade,Autism Spectrum Disorders,762.0,0.0
20628,KS,Meade,COPD,762.0,9.0551
20629,KS,Meade,Cancer,762.0,7.6115
20630,KS,Meade,Chronic Kidney Disease,762.0,16.9291
20631,KS,Meade,Depression,762.0,14.8294
20632,KS,Meade,Diabetes,762.0,21.916
20633,KS,Meade,Drug/Substance Abuse,762.0,1.4436
20634,KS,Meade,HIV/AIDS,762.0,0.0
20635,KS,Meade,Heart Failure,762.0,16.4042
20637,KS,Meade,Hyperlipidemia,762.0,27.5591
20638,KS,Meade,Hypertension,762.0,53.5433
20639,KS,Meade,Ischemic Heart Disease,762.0,29.2651
20640,KS,Meade,Osteoporosis,762.0,3.1496
20641,KS,Meade,Schizophrenia and Other Psychotic Disorders,762.0,2.0997
20642,KS,Meade,Stroke,762.0,2.7559
20643,KS,Miami,Alcohol Abuse,4323.0,1.6424
20644,KS,Miami,Alzheimer's Disease/Dementia,4323.0,9.7386
20645,KS,Miami,Arthritis,4323.0,29.7941
20646,KS,Miami,Asthma,4323.0,3.5855
20647,KS,Miami,Atrial Fibrillation,4323.0,9.6229
20648,KS,Miami,Autism Spectrum Disorders,4323.0,0.6477
20649,KS,Miami,COPD,4323.0,9.7849
20650,KS,Miami,Cancer,4323.0,6.9396
20651,KS,Miami,Chronic Kidney Disease,4323.0,21.4434
20652,KS,Miami,Depression,4323.0,17.7886
20653,KS,Miami,Diabetes,4323.0,23.988
20654,KS,Miami,Drug/Substance Abuse,4323.0,2.6139
20656,KS,Miami,Heart Failure,4323.0,12.6995
20657,KS,Miami,Hepatitis (Chronic Viral B & C),4323.0,0.3932
20658,KS,Miami,Hyperlipidemia,4323.0,46.9581
20659,KS,Miami,Hypertension,4323.0,53.597
20660,KS,Miami,Ischemic Heart Disease,4323.0,27.5734
20661,KS,Miami,Osteoporosis,4323.0,4.025
20662,KS,Miami,Schizophrenia and Other Psychotic Disorders,4323.0,3.6086
20663,KS,Miami,Stroke,4323.0,3.3542
20664,KS,Mitchell,Alcohol Abuse,1430.0,0.979
20665,KS,Mitchell,Alzheimer's Disease/Dementia,1430.0,12.5874
20666,KS,Mitchell,Arthritis,1430.0,25.3846
20667,KS,Mitchell,Asthma,1430.0,2.5874
20668,KS,Mitchell,Atrial Fibrillation,1430.0,8.7413
20670,KS,Mitchell,COPD,1430.0,10.1399
20671,KS,Mitchell,Cancer,1430.0,8.8811
20672,KS,Mitchell,Chronic Kidney Disease,1430.0,22.7972
20673,KS,Mitchell,Depression,1430.0,15.035
20674,KS,Mitchell,Diabetes,1430.0,23.7762
20675,KS,Mitchell,Drug/Substance Abuse,1430.0,1.1888
20676,KS,Mitchell,HIV/AIDS,1430.0,0.0
20677,KS,Mitchell,Heart Failure,1430.0,13.8462
20679,KS,Mitchell,Hyperlipidemia,1430.0,26.6434
20680,KS,Mitchell,Hypertension,1430.0,51.3287
20681,KS,Mitchell,Ischemic Heart Disease,1430.0,21.8881
20682,KS,Mitchell,Osteoporosis,1430.0,6.6434
